,Unnamed: 0,path,name,longitude,latitude,deposit_type
1587,2512,mrdata_json/mrds/10007637.json,Wheeling Lode,-120.75464,39.41822,Mesozonal orogenic gold
1588,2513,mrdata_json/mrds/10007638.json,Ancho Qtz,-120.74964,39.41906,Mesozonal orogenic gold
1589,2514,mrdata_json/mrds/10007639.json,Canton,-120.75492,39.41822,Fluvial placer gold
1590,2515,mrdata_json/mrds/10007640.json,Neuralgaline & Lane,-120.75103,39.41689,Mesozonal orogenic gold
1591,2516,mrdata_json/mrds/10007641.json,General Miles Qtz.,-120.73936,39.41878,Mesozonal orogenic gold
1592,2517,mrdata_json/mrds/10007642.json,Spanish Qtz.,-120.72547,39.38072,Mesozonal orogenic gold
1593,2518,mrdata_json/mrds/10007643.json,Mexican Cons.,-120.78909,39.4035,Mesozonal orogenic gold
1594,2519,mrdata_json/mrds/10007644.json,Dublin Bay Cons.,-120.75409,39.41239,Mesozonal orogenic gold
1595,2520,mrdata_json/mrds/10007645.json,Edison Lode,-120.73881,39.41711,Mesozonal orogenic gold
1596,2521,mrdata_json/mrds/10007646.json,Jim Con Qtz,-120.72103,39.40822,Mesozonal orogenic gold
1597,2522,mrdata_json/mrds/10007647.json,Azalea,-120.72075,39.41489,Mesozonal orogenic gold
1598,2523,mrdata_json/mrds/10007648.json,Solace Qtz.,-120.73325,39.39267,Mesozonal orogenic gold
1599,2524,mrdata_json/mrds/10007649.json,Lucky Al Con Qtz,-120.73464,39.38711,Mesozonal orogenic gold
1600,2525,mrdata_json/mrds/10007650.json,Gaston Ridge,-120.74159,39.40072,Mesozonal orogenic gold
1601,2526,mrdata_json/mrds/10007651.json,I.X.L. Claim,-120.74797,39.401,Mesozonal orogenic gold
1602,2527,mrdata_json/mrds/10007652.json,American Qtz,-120.78909,39.38878,Mesozonal orogenic gold
1603,2528,mrdata_json/mrds/10007653.json,Oakman Gp,-120.78881,39.37933,Mesozonal orogenic gold
1604,2529,mrdata_json/mrds/10007654.json,Star Mng. Co,-120.71853,39.37961,Mesozonal orogenic gold
1605,2530,mrdata_json/mrds/10007655.json,Ethel Gold Mining Co.,-120.71603,39.38239,Mesozonal orogenic gold
1606,2531,mrdata_json/mrds/10007656.json,Unnamed,-120.65214,39.45545,Mesozonal orogenic gold
1607,2532,mrdata_json/mrds/10007657.json,Yellow Metal,-120.63964,39.44656,Mesozonal orogenic gold
1608,2533,mrdata_json/mrds/10007658.json,Three Johns,-120.51741,39.36961,Mesozonal orogenic gold
1609,2534,mrdata_json/mrds/10007659.json,High Grade Gp,-120.51796,39.37378,Mesozonal orogenic gold
1610,2535,mrdata_json/mrds/10007660.json,Edison,-120.52241,39.36072,Mesozonal orogenic gold
1611,2536,mrdata_json/mrds/10007661.json,Kentuck & Us Grant,-120.52074,39.36156,Mesozonal orogenic gold
1612,2537,mrdata_json/mrds/10007662.json,Bella Qtz,-120.50324,39.35822,Mesozonal orogenic gold
1613,2538,mrdata_json/mrds/10007663.json,Belcher Qtz,-120.50019,39.34822,Mesozonal orogenic gold
1614,2539,mrdata_json/mrds/10007664.json,Johanna Qtz.,-120.50269,39.35822,Mesozonal orogenic gold
1615,2540,mrdata_json/mrds/10007665.json,Unnamed,-120.53158,39.33267,Mesozonal orogenic gold
1616,2541,mrdata_json/mrds/10007666.json,Lucky Joe,-120.54463,39.32989,Mesozonal orogenic gold
1617,2542,mrdata_json/mrds/10007667.json,"Geo. Washington, Abraham Lincoln & Geo. Dewey",-120.55159,39.45878,Mesozonal orogenic gold
1618,2543,mrdata_json/mrds/10007668.json,Marguerite Cons,-120.55853,39.45795,Mesozonal orogenic gold
1619,2544,mrdata_json/mrds/10007669.json,Excelsior,-120.50713,39.39545,Mesozonal orogenic gold
1620,2545,mrdata_json/mrds/10007670.json,California,-120.50991,39.40378,Mesozonal orogenic gold
1621,2546,mrdata_json/mrds/10007671.json,Fraction,-120.50185,39.39406,Mesozonal orogenic gold
1622,2547,mrdata_json/mrds/10007672.json,Freeman Group,-120.5113,39.40072,Mesozonal orogenic gold
1623,2548,mrdata_json/mrds/10007673.json,Moscow,-120.50796,39.39767,Mesozonal orogenic gold
1624,2549,mrdata_json/mrds/10007674.json,Pacific,-120.50741,39.39517,Mesozonal orogenic gold
1625,2550,mrdata_json/mrds/10007675.json,Sunny South,-120.50741,39.38906,Mesozonal orogenic gold
1626,2551,mrdata_json/mrds/10007676.json,Unnamed,-120.02379,39.39545,Mesozonal orogenic gold
1627,2552,mrdata_json/mrds/10007677.json,Three Stars,-121.16964,38.91878,Mesozonal orogenic gold
1628,2553,mrdata_json/mrds/10007678.json,"Lambert & Rhodes, Karl, Albert, Plate, Emmet, Henery, Gladie.",-121.16964,38.90295,Mesozonal orogenic gold
1629,2554,mrdata_json/mrds/10007679.json,Colorado and Trio,-121.15103,38.90517,Mesozonal orogenic gold
1630,2555,mrdata_json/mrds/10007680.json,White Cloud Claim,-121.15131,38.90489,Mesozonal orogenic gold
1631,2556,mrdata_json/mrds/10007681.json,Gold Blossom,-121.13881,38.90295,Mesozonal orogenic gold
1632,2557,mrdata_json/mrds/10007682.json,Pacific,-121.15242,38.90545,Mesozonal orogenic gold
1633,2558,mrdata_json/mrds/10007683.json,Grass Ravine and Workman,-121.15159,38.90656,Mesozonal orogenic gold
1634,2559,mrdata_json/mrds/10007684.json,Old Pacific,-121.14853,38.86433,Mesozonal orogenic gold
1635,2560,mrdata_json/mrds/10007685.json,Alabama,-121.15797,38.84406,Mesozonal orogenic gold
1636,2561,mrdata_json/mrds/10007686.json,Elizabeth Mine,-121.15742,38.84933,Mesozonal orogenic gold
1637,2562,mrdata_json/mrds/10007687.json,Bobtail Prospect,-121.23048,38.97239,Mesozonal orogenic gold
1638,2563,mrdata_json/mrds/10007688.json,Centennial,-121.09992,38.89489,Mesozonal orogenic gold
1639,2564,mrdata_json/mrds/10007689.json,Golden Rule,-121.11353,38.80378,Mesozonal orogenic gold
1640,2565,mrdata_json/mrds/10007690.json,Salsic,-121.07325,38.9135,Mesozonal orogenic gold
1641,2566,mrdata_json/mrds/10007691.json,Julian,-121.11797,38.89989,Mesozonal orogenic gold
1642,2567,mrdata_json/mrds/10007692.json,Peachy Consolidated,-121.12714,38.9035,Mesozonal orogenic gold
1643,2568,mrdata_json/mrds/10007693.json,St. Lawrence,-121.12742,38.89989,Mesozonal orogenic gold
1644,2569,mrdata_json/mrds/10007694.json,Black Jack Claim,-121.12909,38.90322,Mesozonal orogenic gold
1645,2570,mrdata_json/mrds/10007695.json,Spanish,-121.12547,38.9035,Mesozonal orogenic gold
1646,2571,mrdata_json/mrds/10007696.json,Pinkeye and Demijohn Claims,-121.11714,38.90572,Mesozonal orogenic gold
1647,2572,mrdata_json/mrds/10007697.json,"Quinn, Green-Walter, Good Friday Cornvcopia",-121.12242,38.90406,Mesozonal orogenic gold
1648,2573,mrdata_json/mrds/10007698.json,Crandell Mine,-121.10186,38.89906,Mesozonal orogenic gold
1649,2574,mrdata_json/mrds/10007699.json,Green Mine,-121.1127,38.90156,Mesozonal orogenic gold
1650,2575,mrdata_json/mrds/10007700.json,"Golden Rule, Lucky, Hilltop Ward Claims",-121.11547,38.90211,Mesozonal orogenic gold
1651,2576,mrdata_json/mrds/10007701.json,Booth,-121.09575,38.89961,Mesozonal orogenic gold
1652,2577,mrdata_json/mrds/10007702.json,California,-121.08659,38.88433,Mesozonal orogenic gold
1653,2578,mrdata_json/mrds/10007703.json,Big Pine Mine,-121.08603,38.8885,Mesozonal orogenic gold
1654,2579,mrdata_json/mrds/10007704.json,Malmberg,-121.09464,38.88545,Mesozonal orogenic gold
1655,2580,mrdata_json/mrds/10007705.json,"E Ext. Shurtleff, E. Ext Conrad and New Hope",-121.09409,38.8935,Mesozonal orogenic gold
1656,2581,mrdata_json/mrds/10007706.json,Pine Tree,-121.09881,38.88461,Mesozonal orogenic gold
1657,2582,mrdata_json/mrds/10007707.json,Butcher Boy Claim,-121.10547,38.89545,Mesozonal orogenic gold
1658,2583,mrdata_json/mrds/10007708.json,Eclipse Consolidated,-121.0877,38.8935,Mesozonal orogenic gold
1659,2584,mrdata_json/mrds/10007709.json,Golden Stag,-121.10659,38.89239,Mesozonal orogenic gold
1660,2585,mrdata_json/mrds/10007710.json,Moore Mine,-121.09881,38.89239,Mesozonal orogenic gold
1661,2586,mrdata_json/mrds/10007711.json,New Era and Brush Fence Mines,-121.11297,38.89239,Mesozonal orogenic gold
1662,2587,mrdata_json/mrds/10007712.json,Hill Claim,-121.11242,38.88656,Mesozonal orogenic gold
1663,2588,mrdata_json/mrds/10007713.json,Gold Leaf Claim,-121.10242,38.89628,Mesozonal orogenic gold
1664,2589,mrdata_json/mrds/10007714.json,Enterprise,-121.11659,38.89656,Mesozonal orogenic gold
1665,2590,mrdata_json/mrds/10007715.json,Hathaway,-121.11547,38.9035,Mesozonal orogenic gold
1666,2591,mrdata_json/mrds/10007716.json,Blue Eagle Mine,-121.11797,38.89572,Mesozonal orogenic gold
1667,2592,mrdata_json/mrds/10007717.json,Boulder,-121.11742,38.89656,Mesozonal orogenic gold
1668,2593,mrdata_json/mrds/10007718.json,Razzle Dazzle,-121.11381,38.87711,Mesozonal orogenic gold
1669,2594,mrdata_json/mrds/10007719.json,Mollie,-121.09075,38.87933,Mesozonal orogenic gold
1670,2595,mrdata_json/mrds/10007720.json,Butts Mine,-121.08853,38.88211,Mesozonal orogenic gold
1671,2596,mrdata_json/mrds/10007721.json,Green Emigrant,-121.1102,38.95183,Mesozonal orogenic gold
1672,2597,mrdata_json/mrds/10007722.json,Two Orphans,-121.13047,38.95378,Mesozonal orogenic gold
1673,2598,mrdata_json/mrds/10007723.json,Rock Creek Vein,-121.06964,38.93989,Mesozonal orogenic gold
1674,2599,mrdata_json/mrds/10007724.json,Unnamed,-120.91797,38.99961,Mesozonal orogenic gold
1675,2600,mrdata_json/mrds/10007725.json,"Monarch Dev. Co., Ltd.",-120.94881,38.98572,Mesozonal orogenic gold
1676,2601,mrdata_json/mrds/10007726.json,International,-120.91242,38.98739,Mesozonal orogenic gold
1677,2602,mrdata_json/mrds/10007727.json,Monarch,-120.95325,38.97628,Mesozonal orogenic gold
1678,2603,mrdata_json/mrds/10007728.json,North Star,-120.9652,38.96295,Mesozonal orogenic gold
1679,2604,mrdata_json/mrds/10007729.json,Bazacoo,-120.94964,38.95767,Mesozonal orogenic gold
1680,2605,mrdata_json/mrds/10007730.json,Christmas Hill,-120.94825,38.94683,Mesozonal orogenic gold
1681,2606,mrdata_json/mrds/10007731.json,Unnamed,-120.99686,39.06322,Mesozonal orogenic gold
1682,2607,mrdata_json/mrds/10007732.json,Live Oak Ravine,-120.94992,39.04822,Mesozonal orogenic gold
1683,2608,mrdata_json/mrds/10007733.json,Annie Laurie,-120.92464,39.04239,Mesozonal orogenic gold
1684,2609,mrdata_json/mrds/10007734.json,Red Bird Consolidated,-120.92686,39.051,Mesozonal orogenic gold
1685,2610,mrdata_json/mrds/10007735.json,Baver,-120.92159,39.04239,Mesozonal orogenic gold
1686,2611,mrdata_json/mrds/10007736.json,Hinchy,-120.92492,39.03628,Mesozonal orogenic gold
1687,2612,mrdata_json/mrds/10007737.json,Ruby,-120.92992,39.03711,Mesozonal orogenic gold
1688,2613,mrdata_json/mrds/10007738.json,Specimen Gulch Prospects,-120.93075,39.03489,Mesozonal orogenic gold
1689,2614,mrdata_json/mrds/10007739.json,Brushy Creek,-120.94131,39.02795,Mesozonal orogenic gold
1690,2615,mrdata_json/mrds/10007740.json,Belle Union,-120.94159,39.01767,Mesozonal orogenic gold
1691,2616,mrdata_json/mrds/10007741.json,Victory,-120.91131,39.14628,Mesozonal orogenic gold
1692,2617,mrdata_json/mrds/10007742.json,Big Oak Tree Quartz,-120.98075,39.10239,Mesozonal orogenic gold
1693,2618,mrdata_json/mrds/10007743.json,Little Ginger,-120.97659,39.10433,Mesozonal orogenic gold
1694,2619,mrdata_json/mrds/10007744.json,Chicago,-121.1577,38.85183,Mesozonal orogenic gold
1695,2620,mrdata_json/mrds/10007745.json,Banner,-118.60817,37.68522,Vein polymetallic
1696,2695,mrdata_json/mrds/10007864.json,Pavones Mine,-85.20273,9.98581,Volcanogenic manganese
1697,2696,mrdata_json/mrds/10007865.json,La Colonia Carmona Prospect,-85.26106,9.98165,Volcanogenic manganese
1698,2697,mrdata_json/mrds/10007866.json,Tambor Occurrence,-85.02078,9.71638,Volcanogenic manganese
1699,2701,mrdata_json/mrds/10007953.json,Unnamed Occurrence,-84.2166,9.94831,Vein polymetallic
1700,2702,mrdata_json/mrds/10007954.json,Rio Virilla Prospect,-84.29993,9.92331,Vein polymetallic
1701,2703,mrdata_json/mrds/10007955.json,Bajo De Limon Mine,-84.44854,9.91776,Vein polymetallic
1702,2704,mrdata_json/mrds/10007956.json,Unnamed Occurrence,-84.2666,9.87609,Vein polymetallic
1703,2705,mrdata_json/mrds/10007957.json,Rio Poas Prospect,-84.1277,9.86776,Vein polymetallic
1704,2706,mrdata_json/mrds/10007958.json,Escazu Prospect,-84.1152,9.84415,Vein polymetallic
1705,2707,mrdata_json/mrds/10007959.json,Unnamed Occurrence,-84.28743,9.83442,Vein polymetallic
1706,2708,mrdata_json/mrds/10007960.json,Chirraca Occurrence,-84.1777,9.81776,Vein polymetallic
1707,2709,mrdata_json/mrds/10007961.json,Puriscal Prospect,-84.16242,9.79832,Vein polymetallic
1708,2710,mrdata_json/mrds/10007962.json,Unnamed Occurrence,-84.06659,9.78443,Vein polymetallic
1709,2711,mrdata_json/mrds/10007963.json,Tapanti Prospect,-83.79991,9.76777,Vein polymetallic
1710,2712,mrdata_json/mrds/10007964.json,Rio Savegre Prospect,-83.80825,9.55111,Vein polymetallic
1711,2713,mrdata_json/mrds/10007965.json,Playas Prospect,-83.63324,9.54555,Vein polymetallic
1712,2714,mrdata_json/mrds/10007966.json,Alaska Prospect,-83.65824,9.52194,Vein polymetallic
1713,2715,mrdata_json/mrds/10007967.json,Division Prospect,-83.71241,9.51639,Vein polymetallic
1714,2716,mrdata_json/mrds/10007968.json,San Ramon Prospect,-83.73602,9.45389,Vein polymetallic
1715,2717,mrdata_json/mrds/10007969.json,Santa Cruz Prospect,-83.54713,9.40667,Vein polymetallic
1716,2718,mrdata_json/mrds/10007970.json,Rio Zent Occurrence,-83.25823,9.89692,Porphyry copper ± gold
1717,2719,mrdata_json/mrds/10007971.json,Rio Tercero Occurrence,-83.23046,9.8622,Porphyry copper ± gold
1718,2720,mrdata_json/mrds/10007972.json,Rio Banano Prospect,-83.23046,9.84415,Porphyry copper ± gold
1719,2721,mrdata_json/mrds/10007973.json,Rio Estrella Occurrence,-83.16101,9.73582,Porphyry copper ± gold
1720,2722,mrdata_json/mrds/10007974.json,Unnamed Occurrence,-83.28601,9.71777,Porphyry copper ± gold
1721,2723,mrdata_json/mrds/10007975.json,Rio Nari Prospect,-83.35823,9.69832,Porphyry copper ± gold
1722,2724,mrdata_json/mrds/10007976.json,Unnamed Occurrence,-83.21101,9.68166,Porphyry copper ± gold
1723,2725,mrdata_json/mrds/10007977.json,Unnamed Occurrence,-83.46658,9.6261,Porphyry copper ± gold
1724,2726,mrdata_json/mrds/10007978.json,Rio Telire Occurrence,-83.17351,9.60666,Porphyry copper ± gold
1725,2727,mrdata_json/mrds/10007979.json,Rio Chiquei Occurrence,-83.23879,9.56222,Porphyry copper ± gold
1726,2728,mrdata_json/mrds/10007980.json,Quebrada Cuen Occurrence,-83.25823,9.52611,Porphyry copper ± gold
1727,2729,mrdata_json/mrds/10007981.json,Rio Coen Occurrence,-83.07629,9.515,Porphyry copper ± gold
1728,2730,mrdata_json/mrds/10007982.json,Rio Pato Occurrence,-83.11101,9.42472,Porphyry copper ± gold
1729,2731,mrdata_json/mrds/10007983.json,Rio Lari Prospect,-83.05823,9.31779,Porphyry copper ± gold
1730,2732,mrdata_json/mrds/10007984.json,Rio Uren Occurrence,-83.00128,9.30945,Porphyry copper ± gold
1731,2733,mrdata_json/mrds/10007985.json,Rio Wonyet Occurrence,-82.99433,9.27195,Porphyry copper ± gold
1732,2734,mrdata_json/mrds/10007986.json,Rio Sini Occurrence,-83.00128,9.20806,Porphyry copper ± gold
1733,2736,mrdata_json/mrds/10007988.json,Paraiso Prospects,-83.80964,9.8622,Bauxite
1734,2737,mrdata_json/mrds/10007989.json,Cerro Abejonal Prospect,-84.04714,9.70527,Bauxite
1735,2738,mrdata_json/mrds/10007990.json,Canon Occurrence,-83.91936,9.68443,Bauxite
1736,2739,mrdata_json/mrds/10007991.json,Rio San Pedro Occurrence,-83.55824,9.30112,Bauxite
1737,2740,mrdata_json/mrds/10007992.json,Quebrada Casa Occurrence,-83.45269,9.23723,Bauxite
1738,2741,mrdata_json/mrds/10007993.json,Punta Uvita Occurrence,-83.74991,9.15669,Bauxite
1739,2742,mrdata_json/mrds/10007994.json,Brujo Occurrence,-83.27073,9.10113,Bauxite
1740,2743,mrdata_json/mrds/10007995.json,Rio San Antonio Occurrence,-83.25823,9.0678,Bauxite
1741,2744,mrdata_json/mrds/10007996.json,Bajo Los Reyes Occurrence,-82.98045,8.84975,Bauxite
1742,2745,mrdata_json/mrds/10007997.json,Rio Sierpe,-83.45408,8.85253,Fluvial placer gold
1743,2746,mrdata_json/mrds/10007998.json,Rio San Juan,-83.52074,8.75115,Fluvial placer gold
1744,2747,mrdata_json/mrds/10007999.json,Rio Esquinas,-83.29434,8.74004,Fluvial placer gold
1745,2748,mrdata_json/mrds/10008000.json,Quebrada Salto,-83.56935,8.72893,Fluvial placer gold
1746,2749,mrdata_json/mrds/10008001.json,Quebrada Aguabuena,-83.52491,8.70671,Fluvial placer gold
1747,2750,mrdata_json/mrds/10008002.json,Rio Drake,-83.6138,8.68448,Fluvial placer gold
1748,2751,mrdata_json/mrds/10008003.json,Rio Riyito,-83.29157,8.68448,Fluvial placer gold
1749,2752,mrdata_json/mrds/10008004.json,Rio Riyito,-83.52908,8.63587,Fluvial placer gold
1750,2753,mrdata_json/mrds/10008005.json,Rio Rincon,-83.4763,8.63171,Fluvial placer gold
1751,2754,mrdata_json/mrds/10008006.json,Quebrada Palma,-83.47908,8.6081,Fluvial placer gold
1752,2755,mrdata_json/mrds/10008007.json,Rio Conte,-83.44713,8.60394,Fluvial placer gold
1753,2756,mrdata_json/mrds/10008008.json,Quebrada Tarde,-83.49297,8.57755,Fluvial placer gold
1754,2757,mrdata_json/mrds/10008009.json,Rio Sabala,-83.42074,8.56227,Fluvial placer gold
1755,2758,mrdata_json/mrds/10008010.json,Rio Riyito,-83.42213,8.55394,Fluvial placer gold
1756,2759,mrdata_json/mrds/10008011.json,Rio Agujas,-83.41658,8.54699,Fluvial placer gold
1757,2760,mrdata_json/mrds/10008012.json,Rio Sirena,-83.52213,8.54283,Fluvial placer gold
1758,2761,mrdata_json/mrds/10008013.json,Quebrada Salitre,-83.40685,8.53866,Fluvial placer gold
1759,2762,mrdata_json/mrds/10008014.json,Dos Brazos,-83.40408,8.51505,Fluvial placer gold
1760,2763,mrdata_json/mrds/10008015.json,Rio Nuevo,-83.34851,8.51505,Fluvial placer gold
1761,2764,mrdata_json/mrds/10008016.json,Rio Claro,-83.57213,8.47338,Fluvial placer gold
1762,2765,mrdata_json/mrds/10008017.json,Playa Madrigal,-83.50547,8.44838,Fluvial placer gold
1763,2766,mrdata_json/mrds/10008018.json,Rio Nuevo,-83.4138,8.44422,Fluvial placer gold
1764,2767,mrdata_json/mrds/10008019.json,Rio Pejeperro,-83.38879,8.43727,Fluvial placer gold
1765,2768,mrdata_json/mrds/10008020.json,Rio Conte,-83.04712,8.43588,Fluvial placer gold
1766,2769,mrdata_json/mrds/10008021.json,Rio Incendio,-83.00546,8.41505,Fluvial placer gold
1767,2770,mrdata_json/mrds/10008022.json,Rio Caracol,-82.97628,8.4095,Fluvial placer gold
1768,2771,mrdata_json/mrds/10008023.json,Quebrada Coyunda,-83.31934,8.40811,Fluvial placer gold
1769,2772,mrdata_json/mrds/10008024.json,Quebrada Carbonera,-83.29157,8.39839,Fluvial placer gold
1770,2773,mrdata_json/mrds/10008025.json,Quebrada El Macho Prospect,-83.11796,8.39284,Fluvial placer gold
1771,2774,mrdata_json/mrds/10008026.json,Rio La Pena,-82.94711,8.22061,Fluvial placer gold
1772,2775,mrdata_json/mrds/10008027.json,Quebrada El Tigre,-82.90406,8.0609,Fluvial placer gold
1773,2776,mrdata_json/mrds/10008028.json,Quebrada Huacas,-82.90128,8.05118,Fluvial placer gold
1774,2777,mrdata_json/mrds/10008029.json,Unnamed Occurrence,-83.76102,9.50667,Skarn copper
1775,2778,mrdata_json/mrds/10008106.json,Leadville District,-106.26,39.24,Fluvial placer gold
1776,2779,mrdata_json/mrds/10008111.json,Prince Mine,-114.4739,37.90107,Replacement polymetallic
1777,2787,mrdata_json/mrds/10008128.json,Eldorado Mine New Eldorado Mine,-115.93416,33.90004,Vein polymetallic
1778,2788,mrdata_json/mrds/10008129.json,Black Eagle,-115.55304,33.88171,Vein polymetallic
1779,2789,mrdata_json/mrds/10008130.json,Pala Chief Mine,-117.08419,33.33338,Simple pegmatite
1780,2790,mrdata_json/mrds/10008151.json,St. Anthony Mine,-110.68401,32.7001,Vein polymetallic
1781,2791,mrdata_json/mrds/10008158.json,San Antonio Mine,-105.83386,28.66692,Replacement polymetallic
1782,2792,mrdata_json/mrds/10008302.json,Alpine Mine,-119.96767,38.73323,Skarn tungsten ± Mo
1783,2793,mrdata_json/mrds/10008303.json,Moore Creek,-120.251,38.46658,Skarn tungsten ± Mo
1784,2794,mrdata_json/mrds/10008304.json,Cosumnes,-120.60101,38.5999,Skarn copper
1785,2800,mrdata_json/mrds/10008316.json,September Claims,-119.26764,37.93326,Skarn tungsten ± Mo
1786,2801,mrdata_json/mrds/10008318.json,Laurel Creek,-118.91762,37.5666,Skarn tungsten ± Mo
1787,2802,mrdata_json/mrds/10008325.json,Elder Mine,-121.03436,38.96656,Porphyry copper ± gold
1788,2803,mrdata_json/mrds/10008328.json,Imperial Lode Mine,-116.30085,34.73335,Vein polymetallic
1789,2806,mrdata_json/mrds/10008353.json,Wilson Peak,-108.00064,37.85,Porphyry copper ± gold
1790,2807,mrdata_json/mrds/10008355.json,Anchor,-105.50531,39.78027,Vein polymetallic
1791,2808,mrdata_json/mrds/10008368.json,Ophir Valley,-107.81731,37.85001,Vein polymetallic
1792,2811,mrdata_json/mrds/10008450.json,Palangana Uranium Mine,-98.37532,27.68363,Sandstone uranium
1793,2812,mrdata_json/mrds/10008451.json,Galen Mine,-98.11142,28.87109,Sandstone uranium
1794,2813,mrdata_json/mrds/10008452.json,Mabel Mine,-98.28838,28.5586,Sandstone uranium
1795,2814,mrdata_json/mrds/10008453.json,Sulfur Creek Mine,-98.08364,28.49056,Sandstone uranium
1796,2815,mrdata_json/mrds/10008469.json,Crown Point,-120.89426,48.19621,Vein polymetallic
1797,2816,mrdata_json/mrds/10008477.json,Devils Canyon,-121.50676,47.61564,Vein polymetallic
1798,2817,mrdata_json/mrds/10008478.json,Goat Mountain,-121.57843,47.61175,Vein polymetallic
1799,2819,mrdata_json/mrds/10008484.json,Billygoat,-120.32063,48.78622,Vein polymetallic
1800,2820,mrdata_json/mrds/10008486.json,Holden-Campbell,-120.05811,48.1165,Vein polymetallic
1801,2821,mrdata_json/mrds/10008495.json,Glacier Peak,-120.98037,48.1976,Porphyry copper-molybdenum
1802,2824,mrdata_json/mrds/10008549.json,Alpine Mine,-119.96767,38.73323,Skarn tungsten ± Mo
1803,2852,mrdata_json/mrds/10008580.json,Old Woman Mountains,-115.21749,34.53336,Skarn tungsten ± Mo
1804,2854,mrdata_json/mrds/10008584.json,Inverness,-122.8344,38.06656,Skarn tungsten ± Mo
1805,2855,mrdata_json/mrds/10008585.json,Dobbins Ranch,-121.23437,39.34988,Vein tungsten
1806,2857,mrdata_json/mrds/10008587.json,Rubicon River,-120.35101,39.08323,Skarn tungsten ± Mo
1807,2858,mrdata_json/mrds/10008588.json,Bear Creek,-120.75102,38.83323,Skarn tungsten ± Mo
1808,2859,mrdata_json/mrds/10008589.json,Grizzley Flat,-120.56768,38.66657,Skarn tungsten ± Mo
1809,2860,mrdata_json/mrds/10008591.json,Garnet Hill,-120.251,38.48324,Skarn tungsten ± Mo
1810,2861,mrdata_json/mrds/10008592.json,Sivori and Lucky Strike Group,-120.18433,38.03325,Skarn tungsten ± Mo
1811,2862,mrdata_json/mrds/10008593.json,Blue Dipper,-119.83431,37.69992,Skarn tungsten ± Mo
1812,2863,mrdata_json/mrds/10008594.json,Blue Shot Group,-119.80098,37.68326,Skarn tungsten ± Mo
1813,2864,mrdata_json/mrds/10008595.json,Blue Star Group,-119.83431,37.6666,Skarn tungsten ± Mo
1814,2866,mrdata_json/mrds/10008597.json,White Goat Claim,-119.41765,38.58324,Skarn tungsten ± Mo
1815,2867,mrdata_json/mrds/10008598.json,Brown Horse,-119.53431,38.53324,Skarn tungsten ± Mo
1816,2868,mrdata_json/mrds/10008599.json,Laughmont Claims,-119.45098,38.46658,Skarn tungsten ± Mo
1817,2869,mrdata_json/mrds/10008600.json,Mono Tungsten Group,-119.2843,37.96659,Skarn tungsten ± Mo
1818,2870,mrdata_json/mrds/10008601.json,Laurel Creek,-118.91762,37.5666,Skarn tungsten ± Mo
1819,2871,mrdata_json/mrds/10008602.json,Tiptop,-118.81762,37.58327,Skarn tungsten ± Mo
1820,2872,mrdata_json/mrds/10008603.json,Scheelore Mine,-118.85095,37.53327,Skarn tungsten ± Mo
1821,2873,mrdata_json/mrds/10008604.json,Black Irishman,-118.5989,34.71667,Skarn tungsten ± Mo
1822,2874,mrdata_json/mrds/10008605.json,Shadow Creek,-119.18429,37.68326,Skarn tungsten ± Mo
1823,2875,mrdata_json/mrds/10008606.json,Beasore Claims,-119.18429,37.64993,Skarn tungsten ± Mo
1824,2876,mrdata_json/mrds/10008607.json,"Church and Jones, Ghost Canyon",-119.40097,37.53326,Skarn tungsten ± Mo
1825,2877,mrdata_json/mrds/10008608.json,Walker Group,-119.3843,37.5166,Skarn tungsten ± Mo
1826,2878,mrdata_json/mrds/10008609.json,Yellow Jacket,-119.5843,37.5166,Skarn tungsten ± Mo
1827,2907,mrdata_json/mrds/10008639.json,"Shadow Mtns., Northern Part, Just Associates, Blue Star, Baxter Apex",-117.53422,34.75001,Skarn tungsten ± Mo
1828,2908,mrdata_json/mrds/10008640.json,Shadow Mtns.,-117.53421,34.66668,Skarn tungsten ± Mo
1829,2909,mrdata_json/mrds/10008641.json,White Dollar,-116.80087,34.71668,Skarn tungsten ± Mo
1830,2910,mrdata_json/mrds/10008642.json,Pure Quill,-116.8842,34.65001,Vein tungsten
1831,2911,mrdata_json/mrds/10008643.json,Blue Vase,-116.70086,34.2167,Vein tungsten
1832,2912,mrdata_json/mrds/10008644.json,Udsogn,-115.23415,34.43336,Skarn tungsten ± Mo
1833,2913,mrdata_json/mrds/10008645.json,Blue Boy and Black Mountain Group,-116.86753,33.85003,Skarn tungsten ± Mo
1834,2914,mrdata_json/mrds/10008646.json,Phoenix Tungsten,-116.56752,33.75004,Skarn tungsten ± Mo
1835,2915,mrdata_json/mrds/10008647.json,Miller Ranch Tungsten,-116.31751,33.50005,Skarn tungsten ± Mo
1836,2916,mrdata_json/mrds/10008649.json,Chuckawalla Tungsten Mine,-115.33415,33.63338,Vein tungsten
1837,2917,mrdata_json/mrds/10008650.json,Red Ocher,-114.86748,33.88338,Skarn tungsten ± Mo
1838,2918,mrdata_json/mrds/10008652.json,Felden Deposit,-116.43417,33.01673,Skarn tungsten ± Mo
1839,2919,mrdata_json/mrds/10008653.json,Sundown Mine,-116.46751,32.91673,Skarn tungsten ± Mo
